,Date,Price,global_m2,m2_daily_change,PositionRatio,global_m2_change,next_day_price_change
3531,2023-01-01,16606.7520432496,88973.2340635,-60.91661600000225,1.0,,0.004935777295688615
3532,2023-01-02,16688.7192729398,88804.1904541,-169.04360940000333,0.5,-0.0018999377866758538,-0.0011170353423302082
3533,2023-01-03,16670.0773836937,89253.3948011,449.20434700000624,1.0,0.005058368807856928,0.010695130644030382
3534,2023-01-04,16848.3660391584,89091.54673829999,-161.84806280001067,0.5,-0.0018133546982799231,-0.0013987027858922696
3535,2023-01-05,16824.8001826417,89264.39841709999,172.8516787999979,1.0,0.0019401580186697576,0.007908687754406785
3536,2023-01-06,16957.8622738165,89298.6194171,34.221000000005006,1.0,0.00038336672410088646,-0.0008983257701544733
3537,2023-01-07,16942.6285891292,89298.6194171,0.0,1.0,0.0,0.0068827192152769445
3538,2023-01-08,17059.2399444769,89435.6818031,137.06238600000506,1.0,0.001534876875977309,0.007214852951068718
3539,2023-01-09,17182.3198521333,89444.8258031,9.144000000000233,1.0,0.00010224107219447554,0.014642654898661123
3540,2023-01-10,17433.9146320865,89487.55477270001,42.72896960000799,1.0,0.00047771315127898006,0.02293209195895618
3541,2023-01-11,17833.7107656341,89674.2429049,186.6881321999972,1.0,0.002086191009176508,0.05809187623374945
3542,2023-01-12,18869.7044842198,89641.4885123,-32.75439260000712,1.0,-0.0003652597617661568,0.05294307931987752
3543,2023-01-13,19868.7247454705,89664.6965123,23.20799999999872,1.0,0.00025889797665290537,0.05748723127470434
3544,2023-01-14,21010.9227200468,89664.6965123,0.0,1.0,0.0,-0.0064211441704356
3545,2023-01-15,20876.0085561075,89652.5131891,-12.18332319999172,1.0,-0.00013587647841217798,0.01458149394997954
3546,2023-01-16,21180.4119485681,89597.6882347,-54.82495439999912,1.0,-0.0006115272450238907,-9.974085082631312e-05
3547,2023-01-17,21178.2993962595,89694.80164250001,97.1134078000032,1.0,0.0010838829629802316,-0.022127876438916005
3548,2023-01-18,20709.6686040327,89744.5985969,49.79695439999341,1.0,0.0005551821676184066,0.01748771639691893
3549,2023-01-19,21071.8334152542,89802.6815665,58.08296960000007,1.0,0.0006472029571482629,0.07540319323778832
3550,2023-01-20,22660.7169421391,89822.3035665,19.622000000003027,1.0,0.00021850127031530775,0.006286465682777687
3551,2023-01-21,22803.172761543,89822.3035665,0.0,1.0,0.0,-0.003810678706120396
3552,2023-01-22,22716.2771966686,89848.1931283,25.889561799995136,1.0,0.00028823088221985316,0.009365429692506977
3553,2023-01-23,22929.0248936295,89827.5837747,-20.60935359999712,1.0,-0.00022937972242320637,-0.013864436729357998
3554,2023-01-24,22611.1268787259,89955.8154905,128.23171579999325,1.0,0.0014275316156964202,0.02202268126394502
3555,2023-01-25,23109.0845189947,89783.2605209,-172.55496959999437,0.5,-0.0019182191685896965,-0.00434439721271862
3556,2023-01-26,23008.6894766219,89754.2025513,-29.05796960000589,1.0,-0.00032364573787380113,0.002686245196733106
3557,2023-01-27,23070.4964582116,89774.6375513,20.43499999999767,1.0,0.00022767736127260463,-0.0026738476733925154
3558,2023-01-28,23008.8094649328,89774.6375513,0.0,1.0,0.0,0.03329971957690492
3559,2023-01-29,23774.9963679135,89751.7938203,-22.843731000000844,1.0,-0.00025445639907983875,-0.04103340716750292
3560,2023-01-30,22799.427261543,89723.46588969999,-28.32793060000404,1.0,-0.00031562523036277046,0.014501445491281295
3561,2023-01-31,23130.0519132087,93297.2470811,3573.781191400005,1.0,0.03983106488321986,0.02581709269704624
3562,2023-02-01,23727.2026075395,93130.18308109998,-167.06400000001304,0.5,-0.0017906637679757642,-0.009339396983733983
3563,2023-02-02,23505.6048430742,92941.2892311,-188.89384999997856,0.5,-0.0020282774472319964,-0.00254371951250687
3564,2023-02-03,23445.8131773816,92950.1352311,8.845999999990454,1.0,9.51783655378513e-05,-0.0038509558348311934
3565,2023-02-04,23355.5243863238,92950.1352311,0.0,1.0,0.0,-0.01705374665126902
3566,2023-02-05,22957.2251905319,92844.7955186,-105.33971249999011,1.0,-0.0011332927298931539,-0.00923718575128829
3567,2023-02-06,22745.1650371128,92818.3315061,-26.464012500000536,1.0,-0.00028503495917220345,0.02291054673461468
3568,2023-02-07,23266.2692036821,92811.2612311,-7.070275000005495,1.0,-7.617326109277123e-05,-0.014127286822439133
3569,2023-02-08,22937.5799453536,92914.5937936,103.33256249999975,1.0,0.0011133623348000832,-0.048801181396407434
3570,2023-02-09,21818.1989456458,92820.6027186,-93.99107499999808,1.0,-0.0010115857064261213,-0.009058133642742217
3571,2023-02-10,21620.5667837522,92836.6517186,16.04899999999907,1.0,0.00017290342370057665,0.011299234665262725
3572,2023-02-11,21864.8626414378,92836.6517186,0.0,1.0,0.0,-0.004240836894793487
3573,2023-02-12,21772.1373252484,92908.4048561,71.75313749999623,1.0,0.0007728966541953319,0.0012207525235969907
